"field_id","capture_site","landscape","MamDiv","MamHill","MicDiv","Dim.1scaled","Dim.2scaled","parShnEx","habitat.size.tabellor","canopy_cover_perc","canopy_height_m","understorey_density_perc","GenDiv"
"1483","GIG1","continuous.forest",0.262364264467491,1.122,0.829,2.51152348901328,1.99233509129573,1,2693.8,92,17,48,0.373
"1485","GIG1","continuous.forest",0.262364264467491,1.122,0.816,2.51152348901328,1.99233509129573,1.13917980822719,2693.8,92,17,48,0.678
"1487","GIG1","continuous.forest",0.262364264467491,1.122,0.802,2.51152348901328,1.99233509129573,1,2693.8,92,17,48,0.628
"1488","GIG1","continuous.forest",0.262364264467491,1.122,0.792,2.51152348901328,1.99233509129573,1.9940857527753,2693.8,92,17,48,0.741
"1490","GIG1","continuous.forest",0.262364264467491,1.122,0.789,2.51152348901328,1.99233509129573,1,2693.8,92,17,48,0.418
"1492","LP1","forest.fragment",0.693147180559945,1.379,0.724,2.20428106525994,-2.37402344910108,1,37.5,94,17,74,0.75
"1493","LP1","forest.fragment",0.693147180559945,1.379,0.787,2.20428106525994,-2.37402344910108,1,37.5,94,17,74,0.604
"1495","LP1","forest.fragment",0.693147180559945,1.379,0.851,2.20428106525994,-2.37402344910108,1,37.5,94,17,74,0.406
"1498","LP1","forest.fragment",0.693147180559945,1.379,0.856,2.20428106525994,-2.37402344910108,1,37.5,94,17,74,0.261
"1499","LP1","forest.fragment",0.693147180559945,1.379,0.811,2.20428106525994,-2.37402344910108,1,37.5,94,17,74,0.697
"1500","LP1","forest.fragment",0.693147180559945,1.379,0.788,2.20428106525994,-2.37402344910108,1,37.5,94,17,74,0.527
"PL11","ART5","plantation",1.31372366828506,2.977,0.831,-1.96245925349112,1.46227119031591,1,3.13,81,14,23,0.388
"PL13","TP2","plantation",1.06471073699243,2.482,0.853,-1.34563920386477,0.986307248038123,1.79670174162689,5.04,73,17,48,0.599
"PL14","TP2","plantation",1.06471073699243,2.482,0.791,-1.34563920386477,0.986307248038123,1.97962633005252,5.04,73,17,48,0.392
"PL16","TP2","plantation",1.06471073699243,2.482,0.751,-1.34563920386477,0.986307248038123,1.49845168516859,5.04,73,17,48,0.635
"PL17","TP2","plantation",1.06471073699243,2.482,0.734,-1.34563920386477,0.986307248038123,1,5.04,73,17,48,0.224
"PL2","ART5","plantation",1.31372366828506,2.977,0.799,-1.96245925349112,1.46227119031591,1,3.13,81,14,23,0.172
"PL23","TP2","plantation",1.06471073699243,2.482,0.754,-1.34563920386477,0.986307248038123,1,5.04,73,17,48,0.4
"PL24","TP2","plantation",1.06471073699243,2.482,0.791,-1.34563920386477,0.986307248038123,1,5.04,73,17,48,0.599
"PL29","TP3","plantation",0.693147180559945,1.666,0.764,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.374
"PL3","ART5","plantation",1.31372366828506,2.977,0.798,-1.96245925349112,1.46227119031591,1,3.13,81,14,23,0.393
